date,temperature,rainfall,humidity
2015-01-01,25.971111189868278,2.79485655318935,85.41107971064378
2015-01-02,26.08148542336034,2.85868933128605,71.15043476326983
2015-01-03,24.71384726911822,4.72150048092471,76.32113754460036
2015-01-04,29.56361684880458,1.5298928885285497,69.58683570593286
2015-01-05,25.607911610431216,1.5842586930243825,57.326022402227366
2015-01-06,27.9066489633748,2.989963211137738,87.54468069246295
2015-01-07,25.64566780193724,9.03328485944634,71.66128008443768
2015-01-08,27.02639227888757,4.093744449857031,73.19379880965522
2015-01-09,28.39543177457419,7.274185444395317,54.19949019896266
2015-01-10,29.732186510425112,0.6883942798812608,82.03247296232598
2015-01-11,26.48255591377863,2.0851548320321935,88.33923349224172
2015-01-12,25.170151016533353,3.8893061906441417,47.7153150504077
2015-01-13,29.507031221148814,4.246470299079469,85.33189575605803
2015-01-14,25.67918120946531,10.088022229273593,47.40407827889537
2015-01-15,26.908921970317063,0.865224621110368,50.67438428214462
2015-01-16,31.310847436246583,3.982769207209389,83.15031383879166
2015-01-17,26.940887303689564,1.471397893919028,52.553697079568636
2015-01-18,27.301153863338637,3.1877777124213362,84.64642661577889
2015-01-19,28.904518734459497,5.018132134919972,81.80092937625673
2015-01-20,28.506924087156268,2.54876055079544,89.77603999465616
2015-01-21,26.94115624064119,5.172613679447977,46.43577375916468
2015-01-22,31.552391368303077,5.218751561592682,64.79744611176694
2015-01-23,30.72363769472191,3.3052809393610034,86.98481223596343
2015-01-24,28.23711987756655,0.8180226402008297,75.03886215891629
2015-01-25,27.186495971532295,10.676366317040705,52.64815292593882
2015-01-26,27.68055966628528,1.5150601269360848,57.637101632185335
2015-01-27,30.753073290056186,3.101009485312369,69.62768220140214
2015-01-28,32.505160271791866,5.0520110227978146,57.776144586772524
2015-01-29,29.91676082030057,1.760984396244085,69.23770248481514
2015-01-30,28.588279869159134,10.398223104623222,85.21684082039926
2015-01-31,34.71471382622403,2.4851738408969277,45.1634159340874
2015-02-01,27.973800528113642,6.384690049677077,40.50618972661415
2015-02-02,30.33157788120935,0.974552032662039,89.70498693921928
2015-02-03,33.41134186235792,4.589212450426294,62.269088936715015
2015-02-04,28.559279955901854,4.707664382878474,74.77097056183311
2015-02-05,30.073067073679645,2.4415111072246947,65.53097744519924
2015-02-06,29.624367396348465,8.680587389330682,75.85667372116828
2015-02-07,32.57732601179071,1.4136609671463427,88.45669540956564
2015-02-08,32.4339000442485,5.548717874451809,46.20046394599127
2015-02-09,29.82923150828568,3.697559386707927,75.15787318362362
2015-02-10,31.77418255663663,4.027367879400342,67.07846677486067
2015-02-11,30.33133559921666,2.605266141454947,51.67853595997542
2015-02-12,29.850798696770482,5.98027061471111,66.69905869135931
2015-02-13,31.064341548390118,3.714672346763938,64.79724826428543
2015-02-14,36.65993206609663,6.54525500161364,42.870467725200065
2015-02-15,35.45805247389619,6.566580207611912,46.84630785125649
2015-02-16,30.2483568362456,4.852177904811914,85.87638490150803
2015-02-17,33.00420905762449,3.5003592494118236,71.6769029241146
2015-02-18,32.89296712101505,3.9734508552718015,75.63221403747508
2015-02-19,35.26094202159403,3.5893895986869784,40.404806256356615
2015-02-20,34.189951473630856,1.085097281325162,58.84030178466192
2015-02-21,35.79165054330914,1.6280576268201612,61.16157132688696
2015-02-22,33.89843252896193,3.4291811818231217,63.09598513042339
2015-02-23,32.36117002068752,6.471576172016699,50.73811731965121
2015-02-24,31.512107349482612,1.1478848037672926,81.8253717454195
2015-02-25,35.56599054955013,0.9969012956273565,88.62668918522559
2015-02-26,34.57339366969282,3.3375736274357704,82.35240849888382
2015-02-27,30.967531223586924,10.666117474020487,72.66267216586951
2015-02-28,32.75995016453372,5.945433511869809,86.49668406767384
2015-03-01,38.221413847101175,1.6658314887471424,44.83031191441051
2015-03-02,33.21535990557562,2.479801531804275,51.557808135461634
2015-03-03,38.16575853972646,6.003628123508209,52.5739488376982
2015-03-04,35.731809146495245,0.6927336386601233,84.70132804950464
2015-03-05,30.67758425235218,8.316974073718614,61.47974089525341
2015-03-06,33.64288901008906,2.9767520783513794,64.79725588685915
2015-03-07,31.263884282277058,0.42729362294061374,84.74862630789126
2015-03-08,35.525869041237925,0.4611710801804985,86.51894171530722
2015-03-09,31.403231406580744,7.878457968976935,55.94702227304525
2015-03-10,32.34029787780961,5.712160241054469,44.10049099204386
2015-03-11,35.239603410122825,4.838148861036776,69.22482144487952
2015-03-12,34.02903907618065,5.156931204135361,44.47805626081019
2015-03-13,32.509401478653366,2.6614919975756886,81.80153474330886
2015-03-14,35.05223534835175,2.07157636705959,57.216167043818515
2015-03-15,37.15494428897106,3.0301666868379047,80.78121086665072
2015-03-16,34.149622470620514,4.865209480371573,41.7590520675698
2015-03-17,34.245354627214944,5.3812697626259345,40.0653057575075
2015-03-18,38.50132648109434,1.9997139326689304,71.60504238935611
2015-03-19,35.837593606081406,2.6321434421832985,44.864600456834005
2015-03-20,34.28605360713851,1.5083488448580111,67.3025940646028
2015-03-21,35.38397458370678,1.1880158085790338,55.31246566987814
2015-03-22,34.98191359842519,2.4693316923303117,68.03890255916063
2015-03-23,35.32440166555726,5.635217786970308,69.43617097915524
2015-03-24,35.859928381302886,1.2916703391682176,75.8461589949255
2015-03-25,34.199922479797635,2.4174610869665583,40.348554474785445
2015-03-26,35.04427037431849,6.842950547669137,62.65761433799712
2015-03-27,34.46548252548087,7.363872770160852,86.2250405288055
2015-03-28,36.138871547954,4.00579791633771,79.00243671918322
2015-03-29,32.66474946865658,1.6112329665671186,49.35528062298386
2015-03-30,37.43203598331138,5.0271666094066045,79.72929811827834
2015-03-31,34.71993867294081,9.293780135143773,83.56194180121147
2015-04-01,33.57523378482628,11.539741629867653,41.78535677039322
2015-04-02,30.982176717304853,4.358960546538093,56.57277533444589
2015-04-03,37.97762494006688,10.646057685253318,68.0163627515426
2015-04-04,35.31169838234841,2.632254947465179,76.38593838100846
2015-04-05,35.316927314527604,2.048434732720992,86.29274872439588
2015-04-06,37.31958168918517,7.4682137463479705,57.996129417180484
2015-04-07,36.74948844241004,1.6344274788536302,54.58402085036017
2015-04-08,35.00106623775158,3.3427333141550215,65.90238964246822
2015-04-09,34.35721963774165,3.2877375257565347,70.02798903252193
2015-04-10,34.25481929530518,2.119456704467297,78.92383680085055
2015-04-11,34.687065575264484,0.4480457616635791,46.88684692316264
2015-04-12,35.231239896542654,3.069181451532444,52.72940435845441
2015-04-13,34.50297854964023,2.2035884614428345,65.36108562158631
2015-04-14,32.85127592517784,11.651938789926854,70.39987100410524
2015-04-15,32.09515980397814,3.3700216694626404,70.84875046948753
2015-04-16,32.93533813662538,0.36827907671093973,50.63991733483263
2015-04-17,34.29292384415777,7.976851773168134,87.54868052556355
2015-04-18,33.29410927189848,10.904413456724685,85.84383660085199
2015-04-19,34.737061240335606,5.208883388936234,59.08431506047701
2015-04-20,31.97025866162146,8.37881272790868,65.06892634400154
2015-04-21,35.71377854827297,12.27016837386527,73.55356218672954
2015-04-22,33.130470978847704,9.839968249884635,50.31631804398818
2015-04-23,36.548718899198576,2.7302256620490546,85.12981288155407
2015-04-24,31.22266470912471,0.20726256908320442,87.16975078474013
2015-04-25,35.55319119057571,1.8699593075664844,77.24705041297626
2015-04-26,34.33510940944998,5.078332215979694,40.837937576950914
2015-04-27,35.09312233270464,3.1947875288959535,44.55067989564566
2015-04-28,33.825035664646926,1.7924417810479452,70.67939263393906
